symbol,framework,objective,final_equity,total_contributed,net_profit,profit_on_contributed_pct,money_weighted_irr_pct,max_drawdown_pct,sharpe,ending_cash,ending_invested_value,average_cash_pct,contribution_count,buy_count,sell_count,total_commission,monthly_immediate_pct,reserve_pct,total_buys,excess_final_equity_vs_plain_dca,excess_irr_vs_plain_dca,beat_plain_dca,sortino
NVDA,A_100pct_monthly_dca,baseline,1304426.557193424,420000.0,884426.5571934241,210.57775171272004,75.52769773729361,-33.72225642295218,2.312079458586449,0.0,1304426.557193424,0.0,42.0,42.0,0.0,419.58041958041935,1.0,0.0,,0.0,0.0,False,
NVDA,B_entry_timing_only_no_sell,final_equity,1063764.7071963667,420000.0,643764.7071963667,,60.23074970781741,-29.238137586845014,2.0454985248689104,,,22.124424966487986,,,,,,,12.0,-240661.84999705735,-15.296948029476198,False,5.610120051998113
NVDA,B_entry_timing_only_no_sell,irr,1063764.7071963667,420000.0,643764.7071963667,,60.23074970781741,-29.238137586845014,2.0454985248689104,,,22.124424966487986,,,,,,,12.0,-240661.84999705735,-15.296948029476198,False,5.610120051998113
NVDA,B_entry_timing_only_no_sell,risk_adjusted,1063764.7071963667,420000.0,643764.7071963667,,60.23074970781741,-29.238137586845014,2.0454985248689104,,,22.124424966487986,,,,,,,12.0,-240661.84999705735,-15.296948029476198,False,5.610120051998113
NVDA,B_entry_timing_only_no_sell,plateau,1063764.7071963667,420000.0,643764.7071963667,,60.23074970781741,-29.238137586845014,2.0454985248689104,,,22.124424966487986,,,,,,,12.0,-240661.84999705735,-15.296948029476198,False,5.610120051998113
NVDA,C_60pct_dca_40pct_tactical_reserve,final_equity,1208161.8171946015,420000.0,788161.8171946015,,69.67759915182789,-32.236929488471425,2.2411158207881434,,,7.065971214554373,,,,,,,54.0,-96264.73999882257,-5.850098585465716,False,5.6271448252332394
NVDA,C_60pct_dca_40pct_tactical_reserve,irr,1208161.8171946015,420000.0,788161.8171946015,,69.67759915182789,-32.236929488471425,2.2411158207881434,,,7.065971214554373,,,,,,,54.0,-96264.73999882257,-5.850098585465716,False,5.6271448252332394
NVDA,C_60pct_dca_40pct_tactical_reserve,risk_adjusted,1208161.8171946015,420000.0,788161.8171946015,,69.67759915182789,-32.236929488471425,2.2411158207881434,,,7.065971214554373,,,,,,,54.0,-96264.73999882257,-5.850098585465716,False,5.6271448252332394
NVDA,C_60pct_dca_40pct_tactical_reserve,plateau,1208161.8171946015,420000.0,788161.8171946015,,69.67759915182789,-32.236929488471425,2.2411158207881434,,,7.065971214554373,,,,,,,54.0,-96264.73999882257,-5.850098585465716,False,5.6271448252332394
GOOGL,A_100pct_monthly_dca,baseline,939869.7034655648,420000.0,519869.70346556476,123.77850082513446,51.34648738407835,-25.282294807834973,2.165127918548484,0.0,939869.7034655648,0.0,42.0,42.0,0.0,419.58041958041935,1.0,0.0,,0.0,0.0,False,
GOOGL,B_entry_timing_only_no_sell,final_equity,848850.9026355942,420000.0,428850.90263559425,,44.25479442137345,-20.956625402241226,2.01677177280586,,,18.77519626881982,,,,,,,11.0,-91018.80082997051,-7.091692962704904,False,8.4094591078728
GOOGL,B_entry_timing_only_no_sell,irr,848850.9026355942,420000.0,428850.90263559425,,44.25479442137345,-20.956625402241226,2.01677177280586,,,18.77519626881982,,,,,,,11.0,-91018.80082997051,-7.091692962704904,False,8.4094591078728
GOOGL,B_entry_timing_only_no_sell,risk_adjusted,855948.4656607057,420000.0,435948.4656607057,,44.827398953094786,-24.335690546776114,2.015341640907961,,,16.29114181836687,,,,,,,17.0,-83921.23780485906,-6.519088430983565,False,8.108239659565008
GOOGL,B_entry_timing_only_no_sell,plateau,853912.184288951,420000.0,433912.184288951,,44.66347870217856,-21.0675571158498,2.065327633089397,,,27.95455820820055,,,,,,,14.0,-85957.51917661377,-6.683008681899793,False,7.982778129401274
GOOGL,C_60pct_dca_40pct_tactical_reserve,final_equity,903462.1831335766,420000.0,483462.18313357665,,48.57318068234605,-23.674637001772137,2.1109617379905665,,,7.0801229104482415,,,,,,,53.0,-36407.52033198811,-2.7733067017323023,False,7.886176263885117
GOOGL,C_60pct_dca_40pct_tactical_reserve,irr,903462.1831335766,420000.0,483462.18313357665,,48.57318068234605,-23.674637001772137,2.1109617379905665,,,7.0801229104482415,,,,,,,53.0,-36407.52033198811,-2.7733067017323023,False,7.886176263885117
GOOGL,C_60pct_dca_40pct_tactical_reserve,risk_adjusted,901500.879699812,420000.0,481500.87969981204,,48.42146508858624,-23.674637001772137,2.1100056058389107,,,7.0520864549337245,,,,,,,53.0,-38368.82376575272,-2.925022295492113,False,7.879552852426911
GOOGL,C_60pct_dca_40pct_tactical_reserve,plateau,905884.3476817854,420000.0,485884.34768178535,,48.76021204000051,-23.703429020399902,2.136215815361911,,,10.434324230272818,,,,,,,53.0,-33985.35578377941,-2.5862753440778405,False,8.082907578329003
GOOG,A_100pct_monthly_dca,baseline,929980.4534815759,420000.0,509980.45348157594,121.42391749561332,50.601104712252855,-24.812695354285953,2.166666123561567,0.0,929980.4534815759,0.0,42.0,42.0,0.0,419.58041958041935,1.0,0.0,,0.0,0.0,False,
GOOG,B_entry_timing_only_no_sell,final_equity,839406.8669048992,420000.0,419406.86690489925,,43.48738463222349,-20.530881630189203,2.012251610426588,,,18.775383952285836,,,,,,,11.0,-90573.5865766767,-7.113720080029367,False,8.435632991989445
GOOG,B_entry_timing_only_no_sell,irr,839406.8669048992,420000.0,419406.86690489925,,43.48738463222349,-20.530881630189203,2.012251610426588,,,18.775383952285836,,,,,,,11.0,-90573.5865766767,-7.113720080029367,False,8.435632991989445
GOOG,B_entry_timing_only_no_sell,risk_adjusted,846641.8388840117,420000.0,426641.8388840117,,44.07585527892459,-23.871572348321024,2.0110539374918734,,,16.284691733748122,,,,,,,17.0,-83338.61459756421,-6.525249433328263,False,8.140872984776681
GOOG,B_entry_timing_only_no_sell,plateau,865200.7837148074,420000.0,445200.78371480736,,45.568609289922705,-20.92745767693447,2.0757904457498007,,,21.99346691899755,,,,,,,15.0,-64779.66976676858,-5.03249542233015,False,8.161449200577618
GOOG,C_60pct_dca_40pct_tactical_reserve,final_equity,893751.018850905,420000.0,473751.018850905,,47.81959286520303,-23.221830252397357,2.1101801675103955,,,7.074748906383352,,,,,,,53.0,-36229.434630670934,-2.7815118470498277,False,7.89484829021295
GOOG,C_60pct_dca_40pct_tactical_reserve,irr,893751.018850905,420000.0,473751.018850905,,47.81959286520303,-23.221830252397357,2.1101801675103955,,,7.074748906383352,,,,,,,53.0,-36229.434630670934,-2.7815118470498277,False,7.89484829021295
GOOG,C_60pct_dca_40pct_tactical_reserve,risk_adjusted,883212.9083270194,420000.0,463212.9083270194,,46.994986625014704,-24.151272991815663,2.1044627484602842,,,6.7843579904871385,,,,,,,54.0,-46767.545154556516,-3.6061180872381513,False,7.823214339537128
GOOG,C_60pct_dca_40pct_tactical_reserve,plateau,905171.2772888973,420000.0,485171.2772888973,,48.705189389321355,-23.32719348264405,2.14046932891975,,,8.530635150418576,,,,,,,54.0,-24809.176192678628,-1.8959153229315007,False,8.088121710757413
AAPL,A_100pct_monthly_dca,baseline,602842.822879362,420000.0,182842.82287936204,43.53400544746715,21.75672972140746,-25.924060329479115,2.104348790357161,0.0,602842.822879362,0.0,42.0,42.0,0.0,419.58041958041935,1.0,0.0,,0.0,0.0,False,
AAPL,B_entry_timing_only_no_sell,final_equity,583757.4804305133,420000.0,163757.48043051327,,19.740743573389775,-25.513483817584827,1.9229755448932015,,,13.596943508864106,,,,,,,18.0,-19085.342448848765,-2.015986148017685,False,8.063673579261668
AAPL,B_entry_timing_only_no_sell,irr,583757.4804305133,420000.0,163757.48043051327,,19.740743573389775,-25.513483817584827,1.9229755448932015,,,13.596943508864106,,,,,,,18.0,-19085.342448848765,-2.015986148017685,False,8.063673579261668
AAPL,B_entry_timing_only_no_sell,risk_adjusted,579267.9661608592,420000.0,159267.9661608592,,19.259346175787726,-25.535729737866262,1.9196458414247257,,,13.218361431349996,,,,,,,22.0,-23574.856718502822,-2.4973835456197335,False,8.030290312796149
AAPL,B_entry_timing_only_no_sell,plateau,580902.3111238678,420000.0,160902.31112386775,,19.4349154104548,-25.535729737866262,1.9207956281778324,,,13.2138780364356,,,,,,,23.0,-21940.511755494284,-2.3218143109526608,False,8.03941539980647
AAPL,C_60pct_dca_40pct_tactical_reserve,final_equity,593837.276780742,420000.0,173837.276780742,,20.8115315880268,-25.416058852478574,2.0348998854305926,,,5.317552887532426,,,,,,,60.0,-9005.546098620049,-0.9451981333806607,False,7.9175898131355416
AAPL,C_60pct_dca_40pct_tactical_reserve,irr,593837.276780742,420000.0,173837.276780742,,20.8115315880268,-25.416058852478574,2.0348998854305926,,,5.317552887532426,,,,,,,60.0,-9005.546098620049,-0.9451981333806607,False,7.9175898131355416
AAPL,C_60pct_dca_40pct_tactical_reserve,risk_adjusted,595328.2273183865,420000.0,175328.22731838655,,20.96875682186183,-25.435040578141034,2.0346529807018747,,,4.261897971491433,,,,,,,67.0,-7514.595560975489,-0.787972899545629,False,7.851333405213942
AAPL,C_60pct_dca_40pct_tactical_reserve,plateau,593837.276780742,420000.0,173837.276780742,,20.8115315880268,-25.416058852478574,2.0348998854305926,,,5.317552887532426,,,,,,,60.0,-9005.546098620049,-0.9451981333806607,False,7.9175898131355416
MSFT,A_100pct_monthly_dca,baseline,432993.64477929764,420000.0,12993.64477929764,3.0937249474518187,1.7616644068214122,-26.04909971999987,1.8398276582288235,0.0,432993.64477929764,0.0,42.0,42.0,0.0,419.58041958041935,1.0,0.0,,0.0,0.0,False,
MSFT,B_entry_timing_only_no_sell,final_equity,418782.9915575891,420000.0,-1217.0084424109082,,-0.1671189607715086,-23.84376943070422,1.9025307913648435,,,32.867769724282425,,,,,,,10.0,-14210.653221708548,-1.928783367592921,False,7.860300962312976
MSFT,B_entry_timing_only_no_sell,irr,418782.9915575891,420000.0,-1217.0084424109082,,-0.1671189607715086,-23.84376943070422,1.9025307913648435,,,32.867769724282425,,,,,,,10.0,-14210.653221708548,-1.928783367592921,False,7.860300962312976
MSFT,B_entry_timing_only_no_sell,risk_adjusted,403597.3535671686,420000.0,-16402.646432831418,,-2.284230264635094,-25.00114340136923,1.882236271535776,,,30.558266820829044,,,,,,,17.0,-29396.291212129057,-4.045894671456506,False,7.488154078185728
MSFT,B_entry_timing_only_no_sell,plateau,435224.2962047274,420000.0,15224.296204727376,,2.0600296407196472,-24.311511197295065,1.809070766779182,,,24.761593821801515,,,,,,,12.0,2230.6514254297363,0.298365233898235,True,7.5831585772038235
MSFT,C_60pct_dca_40pct_tactical_reserve,final_equity,427309.38349061436,420000.0,7309.38349061436,,0.9960259790149053,-25.203233717867903,1.8692310587649352,,,12.263313359753157,,,,,,,52.0,-5684.261288683279,-0.7656384278065069,False,7.745654538904358
MSFT,C_60pct_dca_40pct_tactical_reserve,irr,427309.38349061436,420000.0,7309.38349061436,,0.9960259790149053,-25.203233717867903,1.8692310587649352,,,12.263313359753157,,,,,,,52.0,-5684.261288683279,-0.7656384278065069,False,7.745654538904358
MSFT,C_60pct_dca_40pct_tactical_reserve,risk_adjusted,427309.38349061436,420000.0,7309.38349061436,,0.9960259790149053,-25.203233717867903,1.8692310587649352,,,12.263313359753157,,,,,,,52.0,-5684.261288683279,-0.7656384278065069,False,7.745654538904358
MSFT,C_60pct_dca_40pct_tactical_reserve,plateau,433885.9053494696,420000.0,13885.905349469627,,1.8811506484293816,-25.3629856579934,1.8330916784962497,,,9.321811933337864,,,,,,,54.0,892.2605701719876,0.11948624160796939,True,7.7457750800419145
AMZN,A_100pct_monthly_dca,baseline,599424.4332867472,420000.0,179424.4332867472,42.72010316351123,21.399199308545096,-26.99375356693744,2.0527327298046756,0.0,599424.4332867472,0.0,42.0,42.0,0.0,419.58041958041935,1.0,0.0,,0.0,0.0,False,
AMZN,B_entry_timing_only_no_sell,final_equity,564861.6281424045,420000.0,144861.6281424045,,17.695421733387732,-26.354869114474923,1.8788733027875477,,,21.509103998361137,,,,,,,31.0,-34562.80514434271,-3.703777575157364,False,6.8717585645912305
AMZN,B_entry_timing_only_no_sell,irr,564861.6281424045,420000.0,144861.6281424045,,17.695421733387732,-26.354869114474923,1.8788733027875477,,,21.509103998361137,,,,,,,31.0,-34562.80514434271,-3.703777575157364,False,6.8717585645912305
AMZN,B_entry_timing_only_no_sell,risk_adjusted,558904.9503156085,420000.0,138904.95031560853,,17.040006091625436,-26.267439668229684,1.8755739897157129,,,22.205779569575853,,,,,,,30.0,-40519.48297113867,-4.35919321691966,False,6.921848279873588
AMZN,B_entry_timing_only_no_sell,plateau,564861.6281424045,420000.0,144861.6281424045,,17.695421733387732,-26.354869114474923,1.8788733027875477,,,21.509103998361137,,,,,,,31.0,-34562.80514434271,-3.703777575157364,False,6.8717585645912305
AMZN,C_60pct_dca_40pct_tactical_reserve,final_equity,588752.0272562245,420000.0,168752.02725622454,,20.273039261036878,-26.2182191116076,2.0038687928709007,,,10.800578925463865,,,,,,,51.0,-10672.40603052266,-1.1261600475082183,False,7.414558748633821
AMZN,C_60pct_dca_40pct_tactical_reserve,irr,588752.0272562245,420000.0,168752.02725622454,,20.273039261036878,-26.2182191116076,2.0038687928709007,,,10.800578925463865,,,,,,,51.0,-10672.40603052266,-1.1261600475082183,False,7.414558748633821
AMZN,C_60pct_dca_40pct_tactical_reserve,risk_adjusted,583722.1476058409,420000.0,163722.14760584093,,19.73696580848593,-26.218164775864427,1.9971044564515168,,,9.571153376589475,,,,,,,59.0,-15702.285680906265,-1.6622335000591661,False,7.2369591563236195
AMZN,C_60pct_dca_40pct_tactical_reserve,plateau,585338.1623701003,420000.0,165338.16237010027,,19.909573825355537,-26.63615591370394,1.995968630544208,,,8.340120952823318,,,,,,,68.0,-14086.270916646929,-1.4896254831895597,False,7.200878137302781
AVGO,A_100pct_monthly_dca,baseline,1228962.7188081262,420000.0,808962.7188081262,192.61017114479196,70.96960559665987,-36.478366019886835,2.087727994495716,0.0,1228962.7188081262,0.0,42.0,42.0,0.0,419.58041958041935,1.0,0.0,,0.0,0.0,False,
AVGO,B_entry_timing_only_no_sell,final_equity,951451.5210158937,420000.0,531451.5210158937,,52.21215927621742,-34.750465838679176,1.9824593142189435,,,35.8796254961527,,,,,,,21.0,-277511.1977922325,-18.757446320442455,False,4.568688333602151
AVGO,B_entry_timing_only_no_sell,irr,951451.5210158937,420000.0,531451.5210158937,,52.21215927621742,-34.750465838679176,1.9824593142189435,,,35.8796254961527,,,,,,,21.0,-277511.1977922325,-18.757446320442455,False,4.568688333602151
AVGO,B_entry_timing_only_no_sell,risk_adjusted,950153.7279558151,420000.0,530153.7279558151,,52.11554301748586,-34.750465838679176,1.9820845430204255,,,35.99742717932231,,,,,,,20.0,-278808.990852311,-18.854062579174013,False,4.5536395059151555
AVGO,B_entry_timing_only_no_sell,plateau,951451.5210158937,420000.0,531451.5210158937,,52.21215927621742,-34.750465838679176,1.9824593142189435,,,35.8796254961527,,,,,,,21.0,-277511.1977922325,-18.757446320442455,False,4.568688333602151
AVGO,C_60pct_dca_40pct_tactical_reserve,final_equity,1117958.2396912333,420000.0,697958.2396912333,,63.8798318425954,-35.84667380371569,2.057866104545397,,,12.412571541270168,,,,,,,63.0,-111004.47911689291,-7.089773754064474,False,5.309188560800946
AVGO,C_60pct_dca_40pct_tactical_reserve,irr,1117958.2396912333,420000.0,697958.2396912333,,63.8798318425954,-35.84667380371569,2.057866104545397,,,12.412571541270168,,,,,,,63.0,-111004.47911689291,-7.089773754064474,False,5.309188560800946
AVGO,C_60pct_dca_40pct_tactical_reserve,risk_adjusted,1117958.2396912333,420000.0,697958.2396912333,,63.8798318425954,-35.84667380371569,2.057866104545397,,,12.412571541270168,,,,,,,63.0,-111004.47911689291,-7.089773754064474,False,5.309188560800946
AVGO,C_60pct_dca_40pct_tactical_reserve,plateau,1117958.2396912333,420000.0,697958.2396912333,,63.8798318425954,-35.84667380371569,2.057866104545397,,,12.412571541270168,,,,,,,63.0,-111004.47911689291,-7.089773754064474,False,5.309188560800946
TSLA,A_100pct_monthly_dca,baseline,675001.6735094727,420000.0,255001.67350947275,60.71468416892208,28.972328460472056,-50.221142376345064,2.0003502538412077,0.0,675001.6735094727,0.0,42.0,42.0,0.0,419.58041958041935,1.0,0.0,,0.0,0.0,False,
TSLA,B_entry_timing_only_no_sell,final_equity,633118.5457297575,420000.0,213118.54572975752,,24.858797816456686,-45.34733218693647,1.8078957833297944,,,28.714508667383654,,,,,,,7.0,-41883.12777971523,-4.11353064401537,False,4.982553594916095
TSLA,B_entry_timing_only_no_sell,irr,633118.5457297575,420000.0,213118.54572975752,,24.858797816456686,-45.34733218693647,1.8078957833297944,,,28.714508667383654,,,,,,,7.0,-41883.12777971523,-4.11353064401537,False,4.982553594916095
TSLA,B_entry_timing_only_no_sell,risk_adjusted,633118.5457297575,420000.0,213118.54572975752,,24.858797816456686,-45.34733218693647,1.8078957833297944,,,28.714508667383654,,,,,,,7.0,-41883.12777971523,-4.11353064401537,False,4.982553594916095
TSLA,B_entry_timing_only_no_sell,plateau,633118.5457297575,420000.0,213118.54572975752,,24.858797816456686,-45.34733218693647,1.8078957833297944,,,28.714508667383654,,,,,,,7.0,-41883.12777971523,-4.11353064401537,False,4.982553594916095
TSLA,C_60pct_dca_40pct_tactical_reserve,final_equity,658248.4223975867,420000.0,238248.42239758675,,27.350428598019565,-48.426268188300945,1.9726276622996333,,,10.210014517620397,,,,,,,49.0,-16753.251111886,-1.6218998624524907,False,4.591589823297325
TSLA,C_60pct_dca_40pct_tactical_reserve,irr,658248.4223975867,420000.0,238248.42239758675,,27.350428598019565,-48.426268188300945,1.9726276622996333,,,10.210014517620397,,,,,,,49.0,-16753.251111886,-1.6218998624524907,False,4.591589823297325
TSLA,C_60pct_dca_40pct_tactical_reserve,risk_adjusted,648397.7568160315,420000.0,228397.75681603153,,26.38234516034941,-49.75638478452675,1.9659247978461558,,,11.126741532755407,,,,,,,49.0,-26603.91669344122,-2.589983300122647,False,4.5361238923958025
TSLA,C_60pct_dca_40pct_tactical_reserve,plateau,658248.4223975867,420000.0,238248.42239758675,,27.350428598019565,-48.426268188300945,1.9726276622996333,,,10.210014517620397,,,,,,,49.0,-16753.251111886,-1.6218998624524907,False,4.591589823297325
META,A_100pct_monthly_dca,baseline,597668.517898079,420000.0,177668.517898079,42.30202807097119,21.214953021083677,-31.510968797818705,2.0388573394561007,0.0,597668.517898079,0.0,42.0,42.0,0.0,419.58041958041935,1.0,0.0,,0.0,0.0,False,
META,B_entry_timing_only_no_sell,final_equity,567736.0420835773,420000.0,147736.04208357725,,18.009836898705228,-29.877733692379216,1.9177490903249255,,,4.827478515963439,,,,,,,25.0,-29932.475814501755,-3.205116122378449,False,6.084056602850451
META,B_entry_timing_only_no_sell,irr,567736.0420835773,420000.0,147736.04208357725,,18.009836898705228,-29.877733692379216,1.9177490903249255,,,4.827478515963439,,,,,,,25.0,-29932.475814501755,-3.205116122378449,False,6.084056602850451
META,B_entry_timing_only_no_sell,risk_adjusted,569178.2927478005,420000.0,149178.29274780047,,18.167145502796966,-29.892238656223146,1.918730376961977,,,4.670417020967601,,,,,,,25.0,-28490.225150278537,-3.04780751828671,False,6.0878246935234515
META,B_entry_timing_only_no_sell,plateau,510389.6733215329,420000.0,90389.6733215329,,11.495779474395071,-30.059235737345947,1.8162685070636848,,,21.486714104992764,,,,,,,18.0,-87278.84457654611,-9.719173546688605,False,5.762049883208831
META,C_60pct_dca_40pct_tactical_reserve,final_equity,585695.5275722782,420000.0,165695.52757227817,,19.94769602098308,-30.88833198890474,1.9951507326636784,,,1.853138354895339,,,,,,,67.0,-11972.990325800842,-1.2672570001005958,False,5.975293840158251
META,C_60pct_dca_40pct_tactical_reserve,irr,585695.5275722782,420000.0,165695.52757227817,,19.94769602098308,-30.88833198890474,1.9951507326636784,,,1.853138354895339,,,,,,,67.0,-11972.990325800842,-1.2672570001005958,False,5.975293840158251
META,C_60pct_dca_40pct_tactical_reserve,risk_adjusted,583729.4621543708,420000.0,163729.46215437085,,19.73774789010368,-31.122841890049514,1.9937277441115384,,,1.9431782915491609,,,,,,,65.0,-13939.055743708159,-1.4772051309799963,False,5.965866237085325
META,C_60pct_dca_40pct_tactical_reserve,plateau,562756.9800674606,420000.0,142756.98006746056,,17.464442939529714,-30.99608405075126,1.9712013334365943,,,7.124561429435753,,,,,,,60.0,-34911.53783061844,-3.750510081553962,False,6.009015272952639
MU,A_100pct_monthly_dca,baseline,4214214.452375666,420000.0,3794214.4523756662,903.3843934227777,182.8497800418636,-39.88269046198574,2.497845981401309,0.0,4214214.452375666,0.0,42.0,42.0,0.0,419.58041958041935,1.0,0.0,,0.0,0.0,False,
MU,B_entry_timing_only_no_sell,final_equity,3871187.412663857,420000.0,3451187.412663857,,173.792373880483,-36.983697081456,2.3948231958868407,,,20.17620272900972,,,,,,,12.0,-343027.03971180925,-9.057406161380584,False,5.604605421485138
MU,B_entry_timing_only_no_sell,irr,3871187.412663857,420000.0,3451187.412663857,,173.792373880483,-36.983697081456,2.3948231958868407,,,20.17620272900972,,,,,,,12.0,-343027.03971180925,-9.057406161380584,False,5.604605421485138
MU,B_entry_timing_only_no_sell,risk_adjusted,3958376.1528320736,420000.0,3538376.1528320736,,176.14644762241846,-37.17660873880775,2.4134473614739838,,,21.400885850067418,,,,,,,10.0,-255838.2995435926,-6.7033324194451325,False,5.8375721637732125
MU,B_entry_timing_only_no_sell,plateau,3954881.346376662,420000.0,3534881.346376662,,176.05279492800477,-36.983697081456,2.4045216554060724,,,20.239004139488408,,,,,,,13.0,-259333.1059990041,-6.796985113858824,False,5.665073438280077
MU,C_60pct_dca_40pct_tactical_reserve,final_equity,4077003.6364909424,420000.0,3657003.6364909424,,179.29143655871766,-38.458466570591334,2.4690271148835032,,,7.734133484078572,,,,,,,54.0,-137210.8158847238,-3.558343483145933,False,5.756538351204209
MU,C_60pct_dca_40pct_tactical_reserve,irr,4077003.6364909424,420000.0,3657003.6364909424,,179.29143655871766,-38.458466570591334,2.4690271148835032,,,7.734133484078572,,,,,,,54.0,-137210.8158847238,-3.558343483145933,False,5.756538351204209
MU,C_60pct_dca_40pct_tactical_reserve,risk_adjusted,4111879.13255823,420000.0,3691879.13255823,,180.20376797351352,-38.53595044865866,2.4772887390227694,,,8.224454547293519,,,,,,,52.0,-102335.3198174364,-2.6460120683500747,False,5.849070533204887
