symbol,plain_final_equity,plain_irr_pct,B_entry_timing_only_no_sell__final_equity__final_equity,B_entry_timing_only_no_sell__final_equity__total_contributed,B_entry_timing_only_no_sell__final_equity__net_profit,B_entry_timing_only_no_sell__final_equity__money_weighted_irr_pct,B_entry_timing_only_no_sell__final_equity__max_drawdown_pct,B_entry_timing_only_no_sell__final_equity__sharpe,B_entry_timing_only_no_sell__final_equity__sortino,B_entry_timing_only_no_sell__final_equity__average_cash_pct,B_entry_timing_only_no_sell__final_equity__total_buys,B_entry_timing_only_no_sell__final_equity__excess_final_equity_vs_plain_dca,B_entry_timing_only_no_sell__final_equity__excess_irr_vs_plain_dca,B_entry_timing_only_no_sell__final_equity__beat_plain_dca,B_entry_timing_only_no_sell__irr__final_equity,B_entry_timing_only_no_sell__irr__total_contributed,B_entry_timing_only_no_sell__irr__net_profit,B_entry_timing_only_no_sell__irr__money_weighted_irr_pct,B_entry_timing_only_no_sell__irr__max_drawdown_pct,B_entry_timing_only_no_sell__irr__sharpe,B_entry_timing_only_no_sell__irr__sortino,B_entry_timing_only_no_sell__irr__average_cash_pct,B_entry_timing_only_no_sell__irr__total_buys,B_entry_timing_only_no_sell__irr__excess_final_equity_vs_plain_dca,B_entry_timing_only_no_sell__irr__excess_irr_vs_plain_dca,B_entry_timing_only_no_sell__irr__beat_plain_dca,B_entry_timing_only_no_sell__risk_adjusted__final_equity,B_entry_timing_only_no_sell__risk_adjusted__total_contributed,B_entry_timing_only_no_sell__risk_adjusted__net_profit,B_entry_timing_only_no_sell__risk_adjusted__money_weighted_irr_pct,B_entry_timing_only_no_sell__risk_adjusted__max_drawdown_pct,B_entry_timing_only_no_sell__risk_adjusted__sharpe,B_entry_timing_only_no_sell__risk_adjusted__sortino,B_entry_timing_only_no_sell__risk_adjusted__average_cash_pct,B_entry_timing_only_no_sell__risk_adjusted__total_buys,B_entry_timing_only_no_sell__risk_adjusted__excess_final_equity_vs_plain_dca,B_entry_timing_only_no_sell__risk_adjusted__excess_irr_vs_plain_dca,B_entry_timing_only_no_sell__risk_adjusted__beat_plain_dca,B_entry_timing_only_no_sell__plateau__final_equity,B_entry_timing_only_no_sell__plateau__total_contributed,B_entry_timing_only_no_sell__plateau__net_profit,B_entry_timing_only_no_sell__plateau__money_weighted_irr_pct,B_entry_timing_only_no_sell__plateau__max_drawdown_pct,B_entry_timing_only_no_sell__plateau__sharpe,B_entry_timing_only_no_sell__plateau__sortino,B_entry_timing_only_no_sell__plateau__average_cash_pct,B_entry_timing_only_no_sell__plateau__total_buys,B_entry_timing_only_no_sell__plateau__excess_final_equity_vs_plain_dca,B_entry_timing_only_no_sell__plateau__excess_irr_vs_plain_dca,B_entry_timing_only_no_sell__plateau__beat_plain_dca,C_60pct_dca_40pct_tactical_reserve__final_equity__final_equity,C_60pct_dca_40pct_tactical_reserve__final_equity__total_contributed,C_60pct_dca_40pct_tactical_reserve__final_equity__net_profit,C_60pct_dca_40pct_tactical_reserve__final_equity__money_weighted_irr_pct,C_60pct_dca_40pct_tactical_reserve__final_equity__max_drawdown_pct,C_60pct_dca_40pct_tactical_reserve__final_equity__sharpe,C_60pct_dca_40pct_tactical_reserve__final_equity__sortino,C_60pct_dca_40pct_tactical_reserve__final_equity__average_cash_pct,C_60pct_dca_40pct_tactical_reserve__final_equity__total_buys,C_60pct_dca_40pct_tactical_reserve__final_equity__excess_final_equity_vs_plain_dca,C_60pct_dca_40pct_tactical_reserve__final_equity__excess_irr_vs_plain_dca,C_60pct_dca_40pct_tactical_reserve__final_equity__beat_plain_dca,C_60pct_dca_40pct_tactical_reserve__irr__final_equity,C_60pct_dca_40pct_tactical_reserve__irr__total_contributed,C_60pct_dca_40pct_tactical_reserve__irr__net_profit,C_60pct_dca_40pct_tactical_reserve__irr__money_weighted_irr_pct,C_60pct_dca_40pct_tactical_reserve__irr__max_drawdown_pct,C_60pct_dca_40pct_tactical_reserve__irr__sharpe,C_60pct_dca_40pct_tactical_reserve__irr__sortino,C_60pct_dca_40pct_tactical_reserve__irr__average_cash_pct,C_60pct_dca_40pct_tactical_reserve__irr__total_buys,C_60pct_dca_40pct_tactical_reserve__irr__excess_final_equity_vs_plain_dca,C_60pct_dca_40pct_tactical_reserve__irr__excess_irr_vs_plain_dca,C_60pct_dca_40pct_tactical_reserve__irr__beat_plain_dca,C_60pct_dca_40pct_tactical_reserve__risk_adjusted__final_equity,C_60pct_dca_40pct_tactical_reserve__risk_adjusted__total_contributed,C_60pct_dca_40pct_tactical_reserve__risk_adjusted__net_profit,C_60pct_dca_40pct_tactical_reserve__risk_adjusted__money_weighted_irr_pct,C_60pct_dca_40pct_tactical_reserve__risk_adjusted__max_drawdown_pct,C_60pct_dca_40pct_tactical_reserve__risk_adjusted__sharpe,C_60pct_dca_40pct_tactical_reserve__risk_adjusted__sortino,C_60pct_dca_40pct_tactical_reserve__risk_adjusted__average_cash_pct,C_60pct_dca_40pct_tactical_reserve__risk_adjusted__total_buys,C_60pct_dca_40pct_tactical_reserve__risk_adjusted__excess_final_equity_vs_plain_dca,C_60pct_dca_40pct_tactical_reserve__risk_adjusted__excess_irr_vs_plain_dca,C_60pct_dca_40pct_tactical_reserve__risk_adjusted__beat_plain_dca,C_60pct_dca_40pct_tactical_reserve__plateau__final_equity,C_60pct_dca_40pct_tactical_reserve__plateau__total_contributed,C_60pct_dca_40pct_tactical_reserve__plateau__net_profit,C_60pct_dca_40pct_tactical_reserve__plateau__money_weighted_irr_pct,C_60pct_dca_40pct_tactical_reserve__plateau__max_drawdown_pct,C_60pct_dca_40pct_tactical_reserve__plateau__sharpe,C_60pct_dca_40pct_tactical_reserve__plateau__sortino,C_60pct_dca_40pct_tactical_reserve__plateau__average_cash_pct,C_60pct_dca_40pct_tactical_reserve__plateau__total_buys,C_60pct_dca_40pct_tactical_reserve__plateau__excess_final_equity_vs_plain_dca,C_60pct_dca_40pct_tactical_reserve__plateau__excess_irr_vs_plain_dca,C_60pct_dca_40pct_tactical_reserve__plateau__beat_plain_dca
NVDA,1304426.557193424,75.52769773729361,1063764.7071963667,420000.0,643764.7071963667,60.23074970781741,-29.238137586845014,2.0454985248689104,5.610120051998113,22.124424966487986,12.0,-240661.84999705735,-15.296948029476198,False,1063764.7071963667,420000.0,643764.7071963667,60.23074970781741,-29.238137586845014,2.0454985248689104,5.610120051998113,22.124424966487986,12.0,-240661.84999705735,-15.296948029476198,False,1063764.7071963667,420000.0,643764.7071963667,60.23074970781741,-29.238137586845014,2.0454985248689104,5.610120051998113,22.124424966487986,12.0,-240661.84999705735,-15.296948029476198,False,1063764.7071963667,420000.0,643764.7071963667,60.23074970781741,-29.238137586845014,2.0454985248689104,5.610120051998113,22.124424966487986,12.0,-240661.84999705735,-15.296948029476198,False,1208161.8171946015,420000.0,788161.8171946015,69.67759915182789,-32.236929488471425,2.2411158207881434,5.6271448252332394,7.065971214554373,54.0,-96264.73999882257,-5.850098585465716,False,1208161.8171946015,420000.0,788161.8171946015,69.67759915182789,-32.236929488471425,2.2411158207881434,5.6271448252332394,7.065971214554373,54.0,-96264.73999882257,-5.850098585465716,False,1208161.8171946015,420000.0,788161.8171946015,69.67759915182789,-32.236929488471425,2.2411158207881434,5.6271448252332394,7.065971214554373,54.0,-96264.73999882257,-5.850098585465716,False,1208161.8171946015,420000.0,788161.8171946015,69.67759915182789,-32.236929488471425,2.2411158207881434,5.6271448252332394,7.065971214554373,54.0,-96264.73999882257,-5.850098585465716,False
GOOGL,939869.7034655648,51.34648738407835,848850.9026355942,420000.0,428850.90263559425,44.25479442137345,-20.956625402241226,2.01677177280586,8.4094591078728,18.77519626881982,11.0,-91018.80082997051,-7.091692962704904,False,848850.9026355942,420000.0,428850.90263559425,44.25479442137345,-20.956625402241226,2.01677177280586,8.4094591078728,18.77519626881982,11.0,-91018.80082997051,-7.091692962704904,False,855948.4656607057,420000.0,435948.4656607057,44.827398953094786,-24.335690546776114,2.015341640907961,8.108239659565008,16.29114181836687,17.0,-83921.23780485906,-6.519088430983565,False,853912.184288951,420000.0,433912.184288951,44.66347870217856,-21.0675571158498,2.065327633089397,7.982778129401274,27.95455820820055,14.0,-85957.51917661377,-6.683008681899793,False,903462.1831335766,420000.0,483462.18313357665,48.57318068234605,-23.674637001772137,2.1109617379905665,7.886176263885117,7.0801229104482415,53.0,-36407.52033198811,-2.7733067017323023,False,903462.1831335766,420000.0,483462.18313357665,48.57318068234605,-23.674637001772137,2.1109617379905665,7.886176263885117,7.0801229104482415,53.0,-36407.52033198811,-2.7733067017323023,False,901500.879699812,420000.0,481500.87969981204,48.42146508858624,-23.674637001772137,2.1100056058389107,7.879552852426911,7.0520864549337245,53.0,-38368.82376575272,-2.925022295492113,False,905884.3476817854,420000.0,485884.34768178535,48.76021204000051,-23.703429020399902,2.136215815361911,8.082907578329003,10.434324230272818,53.0,-33985.35578377941,-2.5862753440778405,False
GOOG,929980.4534815759,50.601104712252855,839406.8669048992,420000.0,419406.86690489925,43.48738463222349,-20.530881630189203,2.012251610426588,8.435632991989445,18.775383952285836,11.0,-90573.5865766767,-7.113720080029367,False,839406.8669048992,420000.0,419406.86690489925,43.48738463222349,-20.530881630189203,2.012251610426588,8.435632991989445,18.775383952285836,11.0,-90573.5865766767,-7.113720080029367,False,846641.8388840117,420000.0,426641.8388840117,44.07585527892459,-23.871572348321024,2.0110539374918734,8.140872984776681,16.284691733748122,17.0,-83338.61459756421,-6.525249433328263,False,865200.7837148074,420000.0,445200.78371480736,45.568609289922705,-20.92745767693447,2.0757904457498007,8.161449200577618,21.99346691899755,15.0,-64779.66976676858,-5.03249542233015,False,893751.018850905,420000.0,473751.018850905,47.81959286520303,-23.221830252397357,2.1101801675103955,7.89484829021295,7.074748906383352,53.0,-36229.434630670934,-2.7815118470498277,False,893751.018850905,420000.0,473751.018850905,47.81959286520303,-23.221830252397357,2.1101801675103955,7.89484829021295,7.074748906383352,53.0,-36229.434630670934,-2.7815118470498277,False,883212.9083270194,420000.0,463212.9083270194,46.994986625014704,-24.151272991815663,2.1044627484602842,7.823214339537128,6.7843579904871385,54.0,-46767.545154556516,-3.6061180872381513,False,905171.2772888973,420000.0,485171.2772888973,48.705189389321355,-23.32719348264405,2.14046932891975,8.088121710757413,8.530635150418576,54.0,-24809.176192678628,-1.8959153229315007,False
AAPL,602842.822879362,21.75672972140746,583757.4804305133,420000.0,163757.48043051327,19.740743573389775,-25.513483817584827,1.9229755448932015,8.063673579261668,13.596943508864106,18.0,-19085.342448848765,-2.015986148017685,False,583757.4804305133,420000.0,163757.48043051327,19.740743573389775,-25.513483817584827,1.9229755448932015,8.063673579261668,13.596943508864106,18.0,-19085.342448848765,-2.015986148017685,False,579267.9661608592,420000.0,159267.9661608592,19.259346175787726,-25.535729737866262,1.9196458414247257,8.030290312796149,13.218361431349996,22.0,-23574.856718502822,-2.4973835456197335,False,580902.3111238678,420000.0,160902.31112386775,19.4349154104548,-25.535729737866262,1.9207956281778324,8.03941539980647,13.2138780364356,23.0,-21940.511755494284,-2.3218143109526608,False,593837.276780742,420000.0,173837.276780742,20.8115315880268,-25.416058852478574,2.0348998854305926,7.9175898131355416,5.317552887532426,60.0,-9005.546098620049,-0.9451981333806607,False,593837.276780742,420000.0,173837.276780742,20.8115315880268,-25.416058852478574,2.0348998854305926,7.9175898131355416,5.317552887532426,60.0,-9005.546098620049,-0.9451981333806607,False,595328.2273183865,420000.0,175328.22731838655,20.96875682186183,-25.435040578141034,2.0346529807018747,7.851333405213942,4.261897971491433,67.0,-7514.595560975489,-0.787972899545629,False,593837.276780742,420000.0,173837.276780742,20.8115315880268,-25.416058852478574,2.0348998854305926,7.9175898131355416,5.317552887532426,60.0,-9005.546098620049,-0.9451981333806607,False
MSFT,432993.64477929764,1.7616644068214122,418782.9915575891,420000.0,-1217.0084424109082,-0.1671189607715086,-23.84376943070422,1.9025307913648435,7.860300962312976,32.867769724282425,10.0,-14210.653221708548,-1.928783367592921,False,418782.9915575891,420000.0,-1217.0084424109082,-0.1671189607715086,-23.84376943070422,1.9025307913648435,7.860300962312976,32.867769724282425,10.0,-14210.653221708548,-1.928783367592921,False,403597.3535671686,420000.0,-16402.646432831418,-2.284230264635094,-25.00114340136923,1.882236271535776,7.488154078185728,30.558266820829044,17.0,-29396.291212129057,-4.045894671456506,False,435224.2962047274,420000.0,15224.296204727376,2.0600296407196472,-24.311511197295065,1.809070766779182,7.5831585772038235,24.761593821801515,12.0,2230.6514254297363,0.298365233898235,True,427309.38349061436,420000.0,7309.38349061436,0.9960259790149053,-25.203233717867903,1.8692310587649352,7.745654538904358,12.263313359753157,52.0,-5684.261288683279,-0.7656384278065069,False,427309.38349061436,420000.0,7309.38349061436,0.9960259790149053,-25.203233717867903,1.8692310587649352,7.745654538904358,12.263313359753157,52.0,-5684.261288683279,-0.7656384278065069,False,427309.38349061436,420000.0,7309.38349061436,0.9960259790149053,-25.203233717867903,1.8692310587649352,7.745654538904358,12.263313359753157,52.0,-5684.261288683279,-0.7656384278065069,False,433885.9053494696,420000.0,13885.905349469627,1.8811506484293816,-25.3629856579934,1.8330916784962497,7.7457750800419145,9.321811933337864,54.0,892.2605701719876,0.11948624160796939,True
AMZN,599424.4332867472,21.399199308545096,564861.6281424045,420000.0,144861.6281424045,17.695421733387732,-26.354869114474923,1.8788733027875477,6.8717585645912305,21.509103998361137,31.0,-34562.80514434271,-3.703777575157364,False,564861.6281424045,420000.0,144861.6281424045,17.695421733387732,-26.354869114474923,1.8788733027875477,6.8717585645912305,21.509103998361137,31.0,-34562.80514434271,-3.703777575157364,False,558904.9503156085,420000.0,138904.95031560853,17.040006091625436,-26.267439668229684,1.8755739897157129,6.921848279873588,22.205779569575853,30.0,-40519.48297113867,-4.35919321691966,False,564861.6281424045,420000.0,144861.6281424045,17.695421733387732,-26.354869114474923,1.8788733027875477,6.8717585645912305,21.509103998361137,31.0,-34562.80514434271,-3.703777575157364,False,588752.0272562245,420000.0,168752.02725622454,20.273039261036878,-26.2182191116076,2.0038687928709007,7.414558748633821,10.800578925463865,51.0,-10672.40603052266,-1.1261600475082183,False,588752.0272562245,420000.0,168752.02725622454,20.273039261036878,-26.2182191116076,2.0038687928709007,7.414558748633821,10.800578925463865,51.0,-10672.40603052266,-1.1261600475082183,False,583722.1476058409,420000.0,163722.14760584093,19.73696580848593,-26.218164775864427,1.9971044564515168,7.2369591563236195,9.571153376589475,59.0,-15702.285680906265,-1.6622335000591661,False,585338.1623701003,420000.0,165338.16237010027,19.909573825355537,-26.63615591370394,1.995968630544208,7.200878137302781,8.340120952823318,68.0,-14086.270916646929,-1.4896254831895597,False
AVGO,1228962.7188081262,70.96960559665987,951451.5210158937,420000.0,531451.5210158937,52.21215927621742,-34.750465838679176,1.9824593142189435,4.568688333602151,35.8796254961527,21.0,-277511.1977922325,-18.757446320442455,False,951451.5210158937,420000.0,531451.5210158937,52.21215927621742,-34.750465838679176,1.9824593142189435,4.568688333602151,35.8796254961527,21.0,-277511.1977922325,-18.757446320442455,False,950153.7279558151,420000.0,530153.7279558151,52.11554301748586,-34.750465838679176,1.9820845430204255,4.5536395059151555,35.99742717932231,20.0,-278808.990852311,-18.854062579174013,False,951451.5210158937,420000.0,531451.5210158937,52.21215927621742,-34.750465838679176,1.9824593142189435,4.568688333602151,35.8796254961527,21.0,-277511.1977922325,-18.757446320442455,False,1117958.2396912333,420000.0,697958.2396912333,63.8798318425954,-35.84667380371569,2.057866104545397,5.309188560800946,12.412571541270168,63.0,-111004.47911689291,-7.089773754064474,False,1117958.2396912333,420000.0,697958.2396912333,63.8798318425954,-35.84667380371569,2.057866104545397,5.309188560800946,12.412571541270168,63.0,-111004.47911689291,-7.089773754064474,False,1117958.2396912333,420000.0,697958.2396912333,63.8798318425954,-35.84667380371569,2.057866104545397,5.309188560800946,12.412571541270168,63.0,-111004.47911689291,-7.089773754064474,False,1117958.2396912333,420000.0,697958.2396912333,63.8798318425954,-35.84667380371569,2.057866104545397,5.309188560800946,12.412571541270168,63.0,-111004.47911689291,-7.089773754064474,False
TSLA,675001.6735094727,28.972328460472056,633118.5457297575,420000.0,213118.54572975752,24.858797816456686,-45.34733218693647,1.8078957833297944,4.982553594916095,28.714508667383654,7.0,-41883.12777971523,-4.11353064401537,False,633118.5457297575,420000.0,213118.54572975752,24.858797816456686,-45.34733218693647,1.8078957833297944,4.982553594916095,28.714508667383654,7.0,-41883.12777971523,-4.11353064401537,False,633118.5457297575,420000.0,213118.54572975752,24.858797816456686,-45.34733218693647,1.8078957833297944,4.982553594916095,28.714508667383654,7.0,-41883.12777971523,-4.11353064401537,False,633118.5457297575,420000.0,213118.54572975752,24.858797816456686,-45.34733218693647,1.8078957833297944,4.982553594916095,28.714508667383654,7.0,-41883.12777971523,-4.11353064401537,False,658248.4223975867,420000.0,238248.42239758675,27.350428598019565,-48.426268188300945,1.9726276622996333,4.591589823297325,10.210014517620397,49.0,-16753.251111886,-1.6218998624524907,False,658248.4223975867,420000.0,238248.42239758675,27.350428598019565,-48.426268188300945,1.9726276622996333,4.591589823297325,10.210014517620397,49.0,-16753.251111886,-1.6218998624524907,False,648397.7568160315,420000.0,228397.75681603153,26.38234516034941,-49.75638478452675,1.9659247978461558,4.5361238923958025,11.126741532755407,49.0,-26603.91669344122,-2.589983300122647,False,658248.4223975867,420000.0,238248.42239758675,27.350428598019565,-48.426268188300945,1.9726276622996333,4.591589823297325,10.210014517620397,49.0,-16753.251111886,-1.6218998624524907,False
